Structure type,Structure title,Operation,Status,Details,Source structure URL,Destination structure URL,Source structure ID,Destination structure ID,Time stamp
"Field","Checked Out To","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","9d4adc35-7cc8-498c-8424-ee5fd541e43a","9d4adc35-7cc8-498c-8424-ee5fd541e43a",""
"Field","Check In Comment","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","58014f77-5463-437b-ab67-eec79532da67","58014f77-5463-437b-ab67-eec79532da67",""
"Field","Checked Out To","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","e2a15dfd-6ab8-4aec-91ab-02f6b64045b0","e2a15dfd-6ab8-4aec-91ab-02f6b64045b0",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","3c6303be-e21f-4366-80d7-d6d0a3b22c7a","3c6303be-e21f-4366-80d7-d6d0a3b22c7a",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","1344423c-c7f9-4134-88e4-ad842e2d723c","1344423c-c7f9-4134-88e4-ad842e2d723c",""
"Field","Edit Menu Table End","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","2ea78cef-1bf9-4019-960a-02c41636cb47","2ea78cef-1bf9-4019-960a-02c41636cb47",""
"Field","Server Relative URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","105f76ce-724a-4bba-aece-f81f2fce58f5","105f76ce-724a-4bba-aece-f81f2fce58f5",""
"Field","Encoded Absolute URL","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","7177cfc7-f399-4d4d-905d-37dd51bc90bf","7177cfc7-f399-4d4d-905d-37dd51bc90bf",""
"Field","Name","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","7615464b-559e-4302-b8e2-8f440b913101","7615464b-559e-4302-b8e2-8f440b913101",""
"Field","File Size","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","78a07ba4-bda8-4357-9e0f-580d64487583","78a07ba4-bda8-4357-9e0f-580d64487583",""
"Field","Property Bag","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","687c7f94-686a-42d3-9b67-2782eac4b4f8","687c7f94-686a-42d3-9b67-2782eac4b4f8",""
"Field","Level","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","43bdd51b-3c5b-4e78-90a8-fb2087f71e70","43bdd51b-3c5b-4e78-90a8-fb2087f71e70",""
"Field","Is Current Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","c101c3e7-122d-4d4d-bc34-58e94a38c816","c101c3e7-122d-4d4d-bc34-58e94a38c816",""
"Field","Item Child Count","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","b824e17e-a1b3-426e-aecf-f0184d900485","b824e17e-a1b3-426e-aecf-f0184d900485",""
"Field","Folder Child Count","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","960ff01f-2b6d-4f1b-9c3f-e19ad8927341","960ff01f-2b6d-4f1b-9c3f-e19ad8927341",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","b1f7969b-ea65-42e1-8b54-b588292635f2","b1f7969b-ea65-42e1-8b54-b588292635f2",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","5f47e085-2150-41dc-b661-442f3027f552","5f47e085-2150-41dc-b661-442f3027f552",""
"Field","Edit","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","503f1caa-358e-4918-9094-4a2cdc4bc034","503f1caa-358e-4918-9094-4a2cdc4bc034",""
"Field","owshiddenversion","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5",""
"Field","UI Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","7841bf41-43d0-4434-9f50-a673baef7631","7841bf41-43d0-4434-9f50-a673baef7631",""
"Field","Version","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","dce8262a-3ae9-45aa-aab4-83bd75fb738a","dce8262a-3ae9-45aa-aab4-83bd75fb738a",""
"Field","Instance ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","50a54da4-1528-4e67-954a-e2d24f1e9efb","50a54da4-1528-4e67-954a-e2d24f1e9efb",""
"Field","Order","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","ca4addac-796f-4b23-b093-d2a3f65c0774","ca4addac-796f-4b23-b093-d2a3f65c0774",""
"Field","GUID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","ae069f25-3ac2-4256-b9c3-15dbc15da0e0","ae069f25-3ac2-4256-b9c3-15dbc15da0e0",""
"Field","Workflow Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","f1e020bc-ba26-443f-bf2f-b68715017bbc","f1e020bc-ba26-443f-bf2f-b68715017bbc",""
"Field","Workflow Instance ID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","de8beacf-5505-47cd-80a6-aa44e7ffe2f4","de8beacf-5505-47cd-80a6-aa44e7ffe2f4",""
"Field","Source Version (Converted Document)","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","bc1a8efb-0f4c-49f8-a38f-7fe22af3d3e0","bc1a8efb-0f4c-49f8-a38f-7fe22af3d3e0",""
"Field","Source Name (Converted Document)","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","774eab3a-855f-4a34-99da-69dc21043bec","774eab3a-855f-4a34-99da-69dc21043bec",""
"Field","Document Concurrency Number","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","8e69e8e8-df8a-45dc-858a-1b806dde24c0","8e69e8e8-df8a-45dc-858a-1b806dde24c0",""
"Field","Merge","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","e52012a0-51eb-4c0c-8dfb-9b8a0ebedcb6","e52012a0-51eb-4c0c-8dfb-9b8a0ebedcb6",""
"Field","Relink","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","5d36727b-bcb2-47d2-a231-1f0bc63b7439","5d36727b-bcb2-47d2-a231-1f0bc63b7439",""
"Content type","Document","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","0x0101003DFFCB6E56E79E42A6CEAA513EDC402C","0x010100778A2EBC6E34694C80F43E94FCA993B5",""
"Content type","Folder","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","0x01200092B939E4C14CCB4E8D966EF65536508F","0x01200059C26E383271A74A92986A3401A5A554",""
"View","All Documents","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","436c3ce2-a4ba-4a3b-8ad2-5c05dab618fd","769e064b-4a1b-4231-aa1c-6c1028f874b6",""
"View","Merge Documents","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","85661f8a-aceb-4e2c-baa9-87ba42a09042","91e9c824-972c-4e01-9d78-56b72060a6f0",""
"View","Relink Documents","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","96699b09-68a0-4bff-b929-609893d892bc","56e1616a-af25-4743-baaa-af13a698668f",""
"View","assetLibTemp","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","c63418ed-070c-46ba-b85e-201534433f8a","430838af-bbf3-459d-83fe-ab267fdaca69",""
"View","RssView","Created","Success","","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Shared Documents","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Shared Documents","25714532-105a-4325-930b-4e86fa554570","49f64881-05a3-449b-9d53-b1496070a589","2018-10-26 17:00:18"
"Field","ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","1d22ea11-1e32-424e-89ab-9fedbadb6ce1","1d22ea11-1e32-424e-89ab-9fedbadb6ce1",""
"Field","Content Type ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","03e45e84-1992-4d42-9116-26f756012634","03e45e84-1992-4d42-9116-26f756012634",""
"Field","Unique Id","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","4b7403de-8d94-43e8-9f0f-137a3e298126","4b7403de-8d94-43e8-9f0f-137a3e298126",""
"Field","Created","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","8c06beca-0777-48f7-91c7-6da68bc07b69","8c06beca-0777-48f7-91c7-6da68bc07b69",""
"Field","Modified","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f","28cf69c5-fa48-462a-b5cd-27b6f9d2bd5f",""
"Field","Created By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","1df5e554-ec7e-46a6-901d-d85a3881cb18","1df5e554-ec7e-46a6-901d-d85a3881cb18",""
"Field","Modified By","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","d31655d1-1d5b-4511-95a1-7a09e9b75bf2","d31655d1-1d5b-4511-95a1-7a09e9b75bf2",""
"Field","URL Path","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","94f89715-e097-4e8b-ba79-ea02aa8b7adb","94f89715-e097-4e8b-ba79-ea02aa8b7adb",""
"Field","Name","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","8553196d-ec8d-4564-9861-3dbe931050c8","8553196d-ec8d-4564-9861-3dbe931050c8",""
"Field","Content Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","c042a256-787d-4a6f-8a8a-cf6ab767f12d","c042a256-787d-4a6f-8a8a-cf6ab767f12d",""
"Field","Subject","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","fa564e0f-0c70-4ab9-b863-0177e6ddd247","fa564e0f-0c70-4ab9-b863-0177e6ddd247",""
"Field","Has Copy Destinations","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","26d0756c-986a-48a7-af35-bf18ab85ff4a","26d0756c-986a-48a7-af35-bf18ab85ff4a",""
"Field","Copy Source","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","6b4e226d-3d88-4a36-808d-a129bf52bccf","6b4e226d-3d88-4a36-808d-a129bf52bccf",""
"Field","owshiddenversion","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5","d4e44a66-ee3a-4d02-88c9-4ec5ff3f4cd5",""
"Field","Workflow Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","f1e020bc-ba26-443f-bf2f-b68715017bbc","f1e020bc-ba26-443f-bf2f-b68715017bbc",""
"Field","UI Version","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","7841bf41-43d0-4434-9f50-a673baef7631","7841bf41-43d0-4434-9f50-a673baef7631",""
"Field","Version","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","dce8262a-3ae9-45aa-aab4-83bd75fb738a","dce8262a-3ae9-45aa-aab4-83bd75fb738a",""
"Field","Attachments","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","67df98f4-9dec-48ff-a553-29bece9c5bf4","67df98f4-9dec-48ff-a553-29bece9c5bf4",""
"Field","Attachments","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","67df98f4-9dec-48ff-a553-29bece9c5bf4","67df98f4-9dec-48ff-a553-29bece9c5bf4",""
"Field","Approver Comments","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","34ad21eb-75bd-4544-8c73-0e08330291fe","34ad21eb-75bd-4544-8c73-0e08330291fe",""
"Field","Edit","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","503f1caa-358e-4918-9094-4a2cdc4bc034","503f1caa-358e-4918-9094-4a2cdc4bc034",""
"Field","Title","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","bc91a437-52e7-49e1-8c4e-4698904b2b6d","bc91a437-52e7-49e1-8c4e-4698904b2b6d",""
"Field","Subject","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","bc91a437-52e7-49e1-8c4e-4698904b2b6d","bc91a437-52e7-49e1-8c4e-4698904b2b6d",""
"Field","Title","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234","82642ec8-ef9b-478f-acf9-31f7d45fbc31","82642ec8-ef9b-478f-acf9-31f7d45fbc31",""
"Field","Title","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","82642ec8-ef9b-478f-acf9-31f7d45fbc31","82642ec8-ef9b-478f-acf9-31f7d45fbc31",""
"Field","Title","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","5f190d91-3dbc-4489-9878-3c092caf35b6","5f190d91-3dbc-4489-9878-3c092caf35b6",""
"Field","Select","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","b1f7969b-ea65-42e1-8b54-b588292635f2","b1f7969b-ea65-42e1-8b54-b588292635f2",""
"Field","Instance ID","Skipped","","The object property is consistent between the source and the destination. Skip update","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","50a54da4-1528-4e67-954a-e2d24f1e9efb","50a54da4-1528-4e67-954a-e2d24f1e9efb",""
"Field","Order","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","ca4addac-796f-4b23-b093-d2a3f65c0774","ca4addac-796f-4b23-b093-d2a3f65c0774",""
"Field","GUID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","ae069f25-3ac2-4256-b9c3-15dbc15da0e0","ae069f25-3ac2-4256-b9c3-15dbc15da0e0",""
"Field","Workflow Instance ID","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","de8beacf-5505-47cd-80a6-aa44e7ffe2f4","de8beacf-5505-47cd-80a6-aa44e7ffe2f4",""
"Field","Path","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","56605df6-8fa1-47e4-a04c-5b384d59609f","56605df6-8fa1-47e4-a04c-5b384d59609f",""
"Field","Modified","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","173f76c8-aebd-446a-9bc9-769a2bd2c18f","173f76c8-aebd-446a-9bc9-769a2bd2c18f",""
"Field","Created","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","998b5cff-4a35-47a7-92f3-3914aa6aa4a2","998b5cff-4a35-47a7-92f3-3914aa6aa4a2",""
"Field","Item Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","30bb605f-5bae-48fe-b4e3-1f81d9772af9","30bb605f-5bae-48fe-b4e3-1f81d9772af9",""
"Field","Sort Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","423874f8-c300-4bfb-b7a1-42e2159e3b19","423874f8-c300-4bfb-b7a1-42e2159e3b19",""
"Field","Effective Permissions Mask","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","ba3c27ee-4791-4867-8821-ff99000bac98","ba3c27ee-4791-4867-8821-ff99000bac98",""
"Field","Client Id","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","6d2c4fde-3605-428e-a236-ce5f3dc2b4d4","6d2c4fde-3605-428e-a236-ce5f3dc2b4d4",""
"Field","ScopeId","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","dddd2420-b270-4735-93b5-92b713d0944d","dddd2420-b270-4735-93b5-92b713d0944d",""
"Field","File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","39360f11-34cf-4356-9945-25c44e68dade","39360f11-34cf-4356-9945-25c44e68dade",""
"Field","HTML File Type","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","4ef1b78f-fdba-48dc-b8ab-3fa06a0c9804","4ef1b78f-fdba-48dc-b8ab-3fa06a0c9804",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","3c6303be-e21f-4366-80d7-d6d0a3b22c7a","3c6303be-e21f-4366-80d7-d6d0a3b22c7a",""
"Field","Edit Menu Table Start","Skipped","","Skip the internal field","http://sibourdatest.centralus.cloudapp.azure.com/sites/Poll/Engineering/Lists/Engineering Discussion","https://microsoft.sharepoint-df.com/teams/SPoMigrationtest1234/Lists/Engineering Discussion","1344423c-c7f9-4134-88e4-ad842e2d723c","1344423c-c7f9-4134-88e4-ad842e2d723c",""
