Source,Destination,Item name,Extension,Item size,Content type,Status,Result category,Message,Source item ID,Destination item ID,Package number,Migration job ID,Incremental round,Task ID,Device name
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smhdljm.png","/menu-files_old/smhdljm.png","smhdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","46a25a5c-0d39-5a29-bf8d-97d4bbd07fe9","46a25a5c-0d39-5a29-bf8d-97d4bbd07fe9","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smjdljm.png","/menu-files_old/smjdljm.png","smjdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","339e1f21-f1a5-535d-8fa8-72ea28f47d0c","339e1f21-f1a5-535d-8fa8-72ea28f47d0c","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smldljm.png","/menu-files_old/smldljm.png","smldljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","58c7bddd-971d-58bd-b56d-a3723a64f499","58c7bddd-971d-58bd-b56d-a3723a64f499","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smndljm.png","/menu-files_old/smndljm.png","smndljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","f937c037-caf5-5739-ac2f-367919d105c1","f937c037-caf5-5739-ac2f-367919d105c1","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smodljm.png","/menu-files_old/smodljm.png","smodljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","f7b2f993-b636-5067-b0a3-ea5e8cc76f06","f7b2f993-b636-5067-b0a3-ea5e8cc76f06","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smpdljm.png","/menu-files_old/smpdljm.png","smpdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","8afd569c-9eaf-5a31-9824-4846ae5e54ee","8afd569c-9eaf-5a31-9824-4846ae5e54ee","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smqdljm.png","/menu-files_old/smqdljm.png","smqdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","585910da-4326-5157-82f2-53b011b6c8c1","585910da-4326-5157-82f2-53b011b6c8c1","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smrdljm.png","/menu-files_old/smrdljm.png","smrdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","2666716a-bd99-5e0d-ba61-2aa32d5aa7dd","2666716a-bd99-5e0d-ba61-2aa32d5aa7dd","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smsdljm.png","/menu-files_old/smsdljm.png","smsdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","d66739e8-9466-504f-b65b-efd054a06054","d66739e8-9466-504f-b65b-efd054a06054","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smtdljm.png","/menu-files_old/smtdljm.png","smtdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","38d8730f-a73d-5284-a50b-654c7776f9d7","38d8730f-a73d-5284-a50b-654c7776f9d7","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smudljm.png","/menu-files_old/smudljm.png","smudljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","6bef4d04-0e6c-5d6b-88fd-6cf51e28e647","6bef4d04-0e6c-5d6b-88fd-6cf51e28e647","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smvdljm.png","/menu-files_old/smvdljm.png","smvdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","5fd07027-2121-5e18-9927-dce3c694fe44","5fd07027-2121-5e18-9927-dce3c694fe44","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smwdljm.png","/menu-files_old/smwdljm.png","smwdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","e1070a7d-14b4-5538-b580-21ac2f2a6ae3","e1070a7d-14b4-5538-b580-21ac2f2a6ae3","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smxdljm.png","/menu-files_old/smxdljm.png","smxdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","f17b8495-2900-5ce4-b701-e98683ca1faf","f17b8495-2900-5ce4-b701-e98683ca1faf","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smydljm.png","/menu-files_old/smydljm.png","smydljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","133d6bbd-6dfb-5726-a425-faca1d3ac916","133d6bbd-6dfb-5726-a425-faca1d3ac916","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\smzdljm.png","/menu-files_old/smzdljm.png","smzdljm.png",".png","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","86e3a8a9-7d98-58f7-bdf9-c65a83e50e96","86e3a8a9-7d98-58f7-bdf9-c65a83e50e96","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\menu-files_old\styles_hcljm.css","/menu-files_old/styles_hcljm.css","styles_hcljm.css",".css","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","5db928ed-e780-5ea7-81be-4d19f7102383","5db928ed-e780-5ea7-81be-4d19f7102383","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Armes.html","/Mobile/Armes.html","Armes.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","a4d26b3e-7c25-525f-9136-722c48948e13","a4d26b3e-7c25-525f-9136-722c48948e13","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile","https://microsoft-my.sharepoint-df.com/personal/sibourda_microsoft_com/Documents/Mobile","Mobile","","0","Folder","Scan Finished","ScanFinished","Scan Finished","0b22b110-df5c-5234-a9b0-51fd6c347d7d","0b22b110-df5c-5234-a9b0-51fd6c347d7d","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Armures.html","/Mobile/Armures.html","Armures.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","2fbfdde4-b3b5-5c1c-b9eb-507230eb9fa1","2fbfdde4-b3b5-5c1c-b9eb-507230eb9fa1","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\basic_markup.html","/Mobile/basic_markup.html","basic_markup.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","0974c35f-8f27-566d-beec-a3fe5e7e61b9","0974c35f-8f27-566d-beec-a3fe5e7e61b9","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Classes.html","/Mobile/Classes.html","Classes.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","d1383c6d-dd74-525f-a168-d220e8b7957a","d1383c6d-dd74-525f-a168-d220e8b7957a","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Combats.html","/Mobile/Combats.html","Combats.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","fc40b451-3579-5854-b4f7-c2bbafbf7b56","fc40b451-3579-5854-b4f7-c2bbafbf7b56","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\contact.html","/Mobile/contact.html","contact.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","9f721aaa-1dc4-5a95-b365-120487a35346","9f721aaa-1dc4-5a95-b365-120487a35346","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Dates.html","/Mobile/Dates.html","Dates.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","2b01f9d9-1e8c-5cb4-a822-7d0f14698567","2b01f9d9-1e8c-5cb4-a822-7d0f14698567","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Destin.html","/Mobile/Destin.html","Destin.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","a0ec2887-f0ea-5d30-8092-44014852c9aa","a0ec2887-f0ea-5d30-8092-44014852c9aa","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Divinites.html","/Mobile/Divinites.html","Divinites.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","cff38a57-b9f6-5996-9fde-1c7402716745","cff38a57-b9f6-5996-9fde-1c7402716745","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\index.html","/Mobile/index.html","index.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","079dc7c1-7897-5124-bd90-9ed076b0d14f","079dc7c1-7897-5124-bd90-9ed076b0d14f","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Magies.html","/Mobile/Magies.html","Magies.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","80e9dd0c-eb09-545f-af03-b0d551316e16","80e9dd0c-eb09-545f-af03-b0d551316e16","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Maladies.html","/Mobile/Maladies.html","Maladies.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","191f72c8-5693-5867-8965-ea99749bfc74","191f72c8-5693-5867-8965-ea99749bfc74","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Photo.html","/Mobile/Photo.html","Photo.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","1c30b1c5-21e9-584c-b8ad-aef6cec63b79","1c30b1c5-21e9-584c-b8ad-aef6cec63b79","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Potions.html","/Mobile/Potions.html","Potions.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","2949d9ab-ea24-5ea2-908f-48bd7ff33041","2949d9ab-ea24-5ea2-908f-48bd7ff33041","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Races.html","/Mobile/Races.html","Races.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","f5e60584-955e-5e28-8322-95daf6cc4fef","f5e60584-955e-5e28-8322-95daf6cc4fef","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Regles.html","/Mobile/Regles.html","Regles.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","42784a60-6630-555c-b14c-13da833091fb","42784a60-6630-555c-b14c-13da833091fb","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\single.html","/Mobile/single.html","single.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","bab42745-c932-56f7-bc8f-c7eff29240d5","bab42745-c932-56f7-bc8f-c7eff29240d5","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\VieMort.html","/Mobile/VieMort.html","VieMort.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","b7a4924a-7905-5b50-b9cc-39336734cfe3","b7a4924a-7905-5b50-b9cc-39336734cfe3","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\Mobile\Village.html","/Mobile/Village.html","Village.html",".html","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","ab578321-7b31-5d50-a6d0-d47af558bd33","ab578321-7b31-5d50-a6d0-d47af558bd33","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\photos","https://microsoft-my.sharepoint-df.com/personal/sibourda_microsoft_com/Documents/photos","photos","","0","Folder","Scan Finished","ScanFinished","Scan Finished","91d540ba-1474-5018-862f-345d71f4990a","91d540ba-1474-5018-862f-345d71f4990a","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3","https://microsoft-my.sharepoint-df.com/personal/sibourda_microsoft_com/Documents/phpBB3","phpBB3","","0","Folder","Scan Finished","ScanFinished","Scan Finished","d9c4f477-35cc-565b-8507-da0a7b1679d6","d9c4f477-35cc-565b-8507-da0a7b1679d6","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\common.php","/phpBB3/common.php","common.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","6e46b66a-7a59-54d6-afdf-fb908437ce91","6e46b66a-7a59-54d6-afdf-fb908437ce91","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\common.php.bak","/phpBB3/common.php.bak","common.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","af69cff9-4a11-5485-8bfe-93bb251709ff","af69cff9-4a11-5485-8bfe-93bb251709ff","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\config.php","/phpBB3/config.php","config.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","9ce2ce75-0088-53e7-88b7-7aad19c1092f","9ce2ce75-0088-53e7-88b7-7aad19c1092f","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\config.php.MIGRATION_REPLACEMENT_BACKUP","/phpBB3/config.php.MIGRATION_REPLACEMENT_BACKUP","config.php.MIGRATION_REPLACEMENT_BACKUP",".MIGRATION_REPLACEMENT_BACKUP","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","8b090484-43de-5034-8d29-1298a841bf24","8b090484-43de-5034-8d29-1298a841bf24","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\cron.php","/phpBB3/cron.php","cron.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","fabf9a48-b097-53b3-ac5c-ec815aa0419b","fabf9a48-b097-53b3-ac5c-ec815aa0419b","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\faq.php","/phpBB3/faq.php","faq.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","3cc04cd2-3717-502f-ad5f-db2d50bec001","3cc04cd2-3717-502f-ad5f-db2d50bec001","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\feed.php","/phpBB3/feed.php","feed.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","b86fb45d-b970-5633-9261-f89b63d9f14c","b86fb45d-b970-5633-9261-f89b63d9f14c","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\feed.php.bak","/phpBB3/feed.php.bak","feed.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","963b62a0-abc0-5157-a2b3-917eef14479e","963b62a0-abc0-5157-a2b3-917eef14479e","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\index.php","/phpBB3/index.php","index.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","f863ad37-7d4b-5ecc-9dbe-3181c51a4e12","f863ad37-7d4b-5ecc-9dbe-3181c51a4e12","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\index.php.bak","/phpBB3/index.php.bak","index.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","7d919a06-8f60-5670-9501-b27964214718","7d919a06-8f60-5670-9501-b27964214718","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\license.txt","/phpBB3/license.txt","license.txt",".txt","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","54c7e794-c4c0-5596-ad1b-b99879917def","54c7e794-c4c0-5596-ad1b-b99879917def","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\mcp.php","/phpBB3/mcp.php","mcp.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","021b14dd-00a8-5916-92ea-82f72c1d2edc","021b14dd-00a8-5916-92ea-82f72c1d2edc","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\memberlist.php","/phpBB3/memberlist.php","memberlist.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","7748eeef-3a69-56a2-b98a-30a22e5f8d3f","7748eeef-3a69-56a2-b98a-30a22e5f8d3f","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\memberlist.php.bak","/phpBB3/memberlist.php.bak","memberlist.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","f5cea06b-9911-5c52-ac9b-5496f5387419","f5cea06b-9911-5c52-ac9b-5496f5387419","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\modx.prosilver.en.xsl","/phpBB3/modx.prosilver.en.xsl","modx.prosilver.en.xsl",".xsl","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","d1cc1cad-199e-57cf-905f-9adb2ec5877c","d1cc1cad-199e-57cf-905f-9adb2ec5877c","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\phpBB-3.0.10_to_3.0.11.zip","/phpBB3/phpBB-3.0.10_to_3.0.11.zip","phpBB-3.0.10_to_3.0.11.zip",".zip","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","bb927cbc-986f-53f0-973c-f16ee0774c92","bb927cbc-986f-53f0-973c-f16ee0774c92","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\posting.php","/phpBB3/posting.php","posting.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","624c7286-1e73-5f95-8ef6-cbd2e75826a0","624c7286-1e73-5f95-8ef6-cbd2e75826a0","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\posting.php.bak","/phpBB3/posting.php.bak","posting.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","08036f46-fa2d-51e1-ac08-1390f6490869","08036f46-fa2d-51e1-ac08-1390f6490869","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\report.php","/phpBB3/report.php","report.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","d1c2b75f-9bd8-567f-832a-98bff216972a","d1c2b75f-9bd8-567f-832a-98bff216972a","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\report.php.bak","/phpBB3/report.php.bak","report.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","9c250cc1-502a-5607-a9c7-028b59aba57b","9c250cc1-502a-5607-a9c7-028b59aba57b","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\search.php","/phpBB3/search.php","search.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","e6fe916c-f4f2-55de-ae2d-655cf24c8fbf","e6fe916c-f4f2-55de-ae2d-655cf24c8fbf","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\search.php.bak","/phpBB3/search.php.bak","search.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","dc821886-6ba1-5b56-b85b-425ae3aa1458","dc821886-6ba1-5b56-b85b-425ae3aa1458","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\style.php","/phpBB3/style.php","style.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","17825b47-04f8-5aaa-bac0-63124916d3fa","17825b47-04f8-5aaa-bac0-63124916d3fa","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\style.php.bak","/phpBB3/style.php.bak","style.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","cf473b03-faa4-5d30-aece-74e9899fae44","cf473b03-faa4-5d30-aece-74e9899fae44","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\ucp.php","/phpBB3/ucp.php","ucp.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","72ba30b1-872f-5f1e-b574-251b7a027e4a","72ba30b1-872f-5f1e-b574-251b7a027e4a","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\ucp.php.bak","/phpBB3/ucp.php.bak","ucp.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","7132fc12-8d81-516b-a32a-9046dfdf22de","7132fc12-8d81-516b-a32a-9046dfdf22de","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\viewforum.php","/phpBB3/viewforum.php","viewforum.php",".php","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","e81ac127-0115-5f82-a622-32f52bd23dd0","e81ac127-0115-5f82-a622-32f52bd23dd0","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
"S:\Onedrive\Onedrive consumer\OneDrive\Site Carma\phpBB3\viewforum.php.bak","/phpBB3/viewforum.php.bak","viewforum.php.bak",".bak","0","Item","Failed","SCAN FAILURE","Scan File Failure:Could not retrieve file's metadata","46dfd512-7641-5143-b75c-0188ce0df48e","46dfd512-7641-5143-b75c-0188ce0df48e","N/A","N/A","R1","486152c7-9c82-4cee-8300-1e807d62a6c8","YANISTA"
